id,employee_id,position_id,start_date,salary,bonus,pension_contribution,vacation_allowance
42882691-b266-4280-bd01-226be4cef6c2,8699a2d4-347c-438d-b567-f82e9e2137cd,1b1f9de8-7779-417b-a506-45ca3cfe4def,1996-01-01,45087.35,0.0,3005.82,67631.02
0d48f281-fb61-422a-a431-0469bebe20c0,94d2feb8-1c70-41e2-bdfa-1945de66b0f6,ddae60da-e7a3-4217-a385-c24a598d356b,1996-01-01,68854.75,5579.82,4590.32,103282.12
0f2d032e-af55-48cd-b3ae-31b6066c43e4,4c89703c-c319-4274-8b64-b5b10798c1a1,ba55a34e-7c02-4224-adb8-e673810d8c8a,1996-01-01,38102.7,0.0,2540.18,57154.05
0a479549-96d4-45bf-958a-0ea94f237e00,5396b499-bae9-4848-abae-d9c1aefdae6f,1b1f9de8-7779-417b-a506-45ca3cfe4def,1996-01-01,37466.01,0.0,2497.73,56199.01
56c2e726-9350-4d2a-b00e-2d23b81303e8,c9e19656-de20-4782-a1c1-9b31f8297836,ba55a34e-7c02-4224-adb8-e673810d8c8a,1996-01-01,35670.15,0.0,2378.01,53505.23
f91c76e3-fa46-422e-bab4-e60c5295d732,83524916-427f-4372-8ecd-9d1e659863d6,ca800f48-24a3-4802-9779-138796462142,1996-01-01,63362.0,0.0,4224.13,95043.0
e85669d9-89fc-4ca3-a2e0-1afcf38d838e,7bb6a311-4346-4c1f-9b4a-4164bfcfa4c3,b56c4013-6523-40e5-bc23-4284a1e4b4da,1996-07-01,43612.0,6541.0,2907.47,65418.0
d8dab50d-7f2e-4290-80cb-db13c8946a75,ec1dd00c-6c57-4564-a347-b0d0e51cb6e6,ca800f48-24a3-4802-9779-138796462142,1996-09-01,53253.0,0.0,3550.2,79879.5
1c532c63-7d7e-4e82-bf2d-36bbcddfce25,7b80f5df-252b-4690-9d93-650f6f084a6d,1b1f9de8-7779-417b-a506-45ca3cfe4def,1996-10-01,39618.0,0.0,2641.2,59427.0
0c49ac00-31b2-4777-adb4-1e9c99524967,2dd3e948-7879-4b8f-bb98-f0c7030ee461,45b743f6-aa8e-4bc9-aac1-4020269a90ea,1996-11-01,38000.0,3040.0,2533.33,57000.0
f8cb05b3-8546-43b3-9b9b-cff844015ef3,7b80f5df-252b-4690-9d93-650f6f084a6d,1b1f9de8-7779-417b-a506-45ca3cfe4def,1997-01-01,41206.19,0.0,2747.08,61809.29
f8046a7c-b5d8-43ca-9123-b4b59a8c59de,8699a2d4-347c-438d-b567-f82e9e2137cd,1b1f9de8-7779-417b-a506-45ca3cfe4def,1997-01-01,46651.68,0.0,3110.11,69977.52
544f7527-18fb-4ce6-82c2-f95b383c2b1b,ec1dd00c-6c57-4564-a347-b0d0e51cb6e6,ca800f48-24a3-4802-9779-138796462142,1997-01-01,54918.27,0.0,3661.22,82377.4
7ce878a8-766c-4acb-8b4f-1d9fedb75923,c7a30f19-504c-40bc-8f89-2d57d3f72bfa,1b1f9de8-7779-417b-a506-45ca3cfe4def,1997-01-01,35495.75,0.0,2366.38,53243.62
0f646532-6c98-4159-91c3-788acd2e2d54,7bb6a311-4346-4c1f-9b4a-4164bfcfa4c3,b56c4013-6523-40e5-bc23-4284a1e4b4da,1997-01-01,45311.74,6741.74,3020.78,67967.61
c1c92af5-0c89-4623-a500-dc977fc18f74,4c89703c-c319-4274-8b64-b5b10798c1a1,1b1f9de8-7779-417b-a506-45ca3cfe4def,1997-01-01,39594.12,0.0,2639.61,59391.18
7225fdbd-ad73-47c5-89c2-b012ba2d58f2,bdb76c77-9600-4e38-a79d-0737669bd034,1b1f9de8-7779-417b-a506-45ca3cfe4def,1997-01-01,34974.75,0.0,2331.65,52462.12
837f7ee8-5f57-46dd-8c1d-b88bc4fb3ad8,94d2feb8-1c70-41e2-bdfa-1945de66b0f6,ddae60da-e7a3-4217-a385-c24a598d356b,1997-01-01,71193.77,5784.18,4746.25,106790.65
0270a948-e220-40f8-91f2-02f539e07352,c9e19656-de20-4782-a1c1-9b31f8297836,1b1f9de8-7779-417b-a506-45ca3cfe4def,1997-01-01,37320.88,0.0,2488.06,55981.32
20d1a794-1d94-45e1-8b19-140b4069ddf5,311ef9c3-8099-4f78-815f-f5772811ed43,1b1f9de8-7779-417b-a506-45ca3cfe4def,1997-01-01,35955.0,0.0,2397.0,53932.5
358f33a3-ccec-43b9-b1d4-2f32d99808fa,441c0409-0e6f-4d03-b9ea-e1a05fad4e8b,5f44c938-ac3c-465f-9666-79f5052139aa,1997-01-01,52028.96,7929.0,3468.6,78043.44
17ceb99b-30fb-478d-b8e8-1a9cacffc9f7,83524916-427f-4372-8ecd-9d1e659863d6,ca800f48-24a3-4802-9779-138796462142,1997-01-01,65799.54,0.0,4386.64,98699.31
c0c7cda9-1c80-413a-a6f2-bec5335e5ef9,5396b499-bae9-4848-abae-d9c1aefdae6f,1b1f9de8-7779-417b-a506-45ca3cfe4def,1997-01-01,38759.48,0.0,2583.97,58139.22
cd393ca0-dc05-4524-8f14-fd95dc865690,5b62b5df-c8ee-4bc7-83e3-a9164e210205,5f44c938-ac3c-465f-9666-79f5052139aa,1997-01-01,49530.12,7479.31,3302.01,74295.18
36d0b76e-3c7c-4e92-8b99-d4fe4372ad6c,21ff01ee-290e-47af-b7ee-43ff019eb43c,5f44c938-ac3c-465f-9666-79f5052139aa,1997-07-01,69166.0,10374.0,4611.07,103749.0
4c73aab7-58e3-4221-a4ee-d6332b9c4059,2c6e76a3-6c44-44a7-850c-b390b9783c8a,ba55a34e-7c02-4224-adb8-e673810d8c8a,1997-10-01,32645.0,0.0,2176.33,48967.5
4bd32817-a77d-42b5-8025-65704d61e9e5,d7ab252e-64e8-489b-8abb-14dd2e9a4619,27e4edca-2855-42d4-95e7-f02fda93317a,1997-12-01,45352.0,3628.0,3023.47,68028.0
f586741b-0f5d-488d-b8c5-5b5d0198b01c,f9cb987e-b118-4878-8167-1b58590ff902,ca800f48-24a3-4802-9779-138796462142,1997-12-01,50587.0,0.0,3372.47,75880.5
d10d9d51-d4fb-4c5c-ab48-c9ac22bf5034,94d2feb8-1c70-41e2-bdfa-1945de66b0f6,ddae60da-e7a3-4217-a385-c24a598d356b,1998-01-01,74271.81,6043.31,4951.45,111407.71
03e3de2d-ea80-4e9a-9880-94f015466c8c,ec1dd00c-6c57-4564-a347-b0d0e51cb6e6,ca800f48-24a3-4802-9779-138796462142,1998-01-01,57479.79,0.0,3831.99,86219.68
ba41184e-8d68-44e2-807a-5e415ce1c8b1,83524916-427f-4372-8ecd-9d1e659863d6,ca800f48-24a3-4802-9779-138796462142,1998-01-01,68684.94,0.0,4579.0,103027.41
7b6ccf58-2f2e-4c39-97c6-0a5fb21c4be6,7b80f5df-252b-4690-9d93-650f6f084a6d,1b1f9de8-7779-417b-a506-45ca3cfe4def,1998-01-01,43143.12,0.0,2876.21,64714.68
be86ba8e-1846-41a5-85df-751ef212f53f,4c89703c-c319-4274-8b64-b5b10798c1a1,1b1f9de8-7779-417b-a506-45ca3cfe4def,1998-01-01,40937.34,0.0,2729.16,61406.01
e133daeb-826b-4047-b8e6-be0dc36b9385,441c0409-0e6f-4d03-b9ea-e1a05fad4e8b,5f44c938-ac3c-465f-9666-79f5052139aa,1998-01-01,54055.62,8208.75,3603.71,81083.43
7b8fc169-8d36-475a-af56-60064bc97bf1,c7a30f19-504c-40bc-8f89-2d57d3f72bfa,1b1f9de8-7779-417b-a506-45ca3cfe4def,1998-01-01,36769.6,0.0,2451.31,55154.4
6877ec75-13ec-4b25-afa7-315fa678dc1a,5b62b5df-c8ee-4bc7-83e3-a9164e210205,5f44c938-ac3c-465f-9666-79f5052139aa,1998-01-01,51800.39,7792.28,3453.36,77700.58
33e9b9e4-e8dd-498a-b5ba-337e558b47e2,c9e19656-de20-4782-a1c1-9b31f8297836,1b1f9de8-7779-417b-a506-45ca3cfe4def,1998-01-01,38816.13,0.0,2587.74,58224.19
e561f72f-b103-47b0-b9e0-1561c5fee26a,bdb76c77-9600-4e38-a79d-0737669bd034,1b1f9de8-7779-417b-a506-45ca3cfe4def,1998-01-01,36314.89,0.0,2420.99,54472.33
0f29f480-4387-46ea-bec1-ab43b5db392f,21ff01ee-290e-47af-b7ee-43ff019eb43c,5f44c938-ac3c-465f-9666-79f5052139aa,1998-01-01,71995.63,10773.41,4799.71,107993.45
151be2ed-0388-46f6-b56a-67d6146ad0ba,8699a2d4-347c-438d-b567-f82e9e2137cd,ca800f48-24a3-4802-9779-138796462142,1998-01-01,48200.37,0.0,3213.36,72300.56
42ac223f-86a1-4d8b-a6f8-cf512d5dc6a5,5396b499-bae9-4848-abae-d9c1aefdae6f,ca800f48-24a3-4802-9779-138796462142,1998-01-01,40578.34,0.0,2705.22,60867.51
4603d330-c619-4a85-be64-e9b1cc5a0b7e,2c6e76a3-6c44-44a7-850c-b390b9783c8a,ba55a34e-7c02-4224-adb8-e673810d8c8a,1998-01-01,34196.62,0.0,2279.77,51294.93
1574e8a7-d238-409a-b939-7f8fcd9b5710,7bb6a311-4346-4c1f-9b4a-4164bfcfa4c3,5f44c938-ac3c-465f-9666-79f5052139aa,1998-01-01,47485.11,7074.31,3165.67,71227.67
4f54ca09-b75f-43f4-ac89-657dd957c591,f9cb987e-b118-4878-8167-1b58590ff902,ca800f48-24a3-4802-9779-138796462142,1998-01-01,53055.93,0.0,3537.06,79583.9
95b35398-8222-47e8-9d30-81983b24865a,6851075c-ab0f-41f4-acca-d1306041922d,b955e70e-c842-422a-90de-f3841bd1b14c,1998-05-01,39629.0,3170.0,2641.93,59443.5
396d88b6-3b65-4f28-a6c3-7f13f34bdad7,bc2b6e79-5613-4bf7-a10e-14b20ad0e1f8,ba55a34e-7c02-4224-adb8-e673810d8c8a,1998-05-01,32127.0,0.0,2141.8,48190.5
ecd4bec7-e1ff-4b0e-86d2-b53220a2c244,32566032-a92f-47c5-836a-14dc07814d64,ba55a34e-7c02-4224-adb8-e673810d8c8a,1998-06-01,30899.0,0.0,2059.93,46348.5
65c33109-4189-4f52-a415-ee20f1dcc437,5a947a06-73a3-4017-aef2-017152f4299e,1b1f9de8-7779-417b-a506-45ca3cfe4def,1998-09-01,45770.0,0.0,3051.33,68655.0
6b622201-78be-47e1-8980-9caa9c6c67bc,ffab4f86-da42-4721-b630-75c4d304b6d1,ca800f48-24a3-4802-9779-138796462142,1998-10-01,53597.0,0.0,3573.13,80395.5
886c9a56-ace2-4960-ab90-763c83c02c26,83524916-427f-4372-8ecd-9d1e659863d6,ca800f48-24a3-4802-9779-138796462142,1999-01-01,71226.17,0.0,4748.41,106839.26
2c5123bb-9478-49a9-b7a9-4830c4249f83,7b80f5df-252b-4690-9d93-650f6f084a6d,1b1f9de8-7779-417b-a506-45ca3cfe4def,1999-01-01,44967.6,0.0,2997.84,67451.4
4da15836-31f1-4f7b-a948-00b17aebdf4e,bc2b6e79-5613-4bf7-a10e-14b20ad0e1f8,ba55a34e-7c02-4224-adb8-e673810d8c8a,1999-01-01,33121.42,0.0,2208.09,49682.13
2238158b-d6d3-42c3-b694-0c9590def0c6,5396b499-bae9-4848-abae-d9c1aefdae6f,ca800f48-24a3-4802-9779-138796462142,1999-01-01,42106.03,0.0,2807.07,63159.04
38be7aa8-5cd6-4d90-81d2-ef0e08f2cc96,441c0409-0e6f-4d03-b9ea-e1a05fad4e8b,5f44c938-ac3c-465f-9666-79f5052139aa,1999-01-01,56002.06,8601.75,3733.47,84003.09
bb0cec57-9fdc-46cf-bf18-9ab8dbe38189,4c89703c-c319-4274-8b64-b5b10798c1a1,1b1f9de8-7779-417b-a506-45ca3cfe4def,1999-01-01,42290.51,0.0,2819.37,63435.76
3430eeb1-2d30-42f8-a2f1-8bb0f347e999,f9cb987e-b118-4878-8167-1b58590ff902,ca800f48-24a3-4802-9779-138796462142,1999-01-01,54718.54,0.0,3647.9,82077.81
84d3e2aa-0607-4b9d-a520-4b120d6836d4,7bb6a311-4346-4c1f-9b4a-4164bfcfa4c3,5f44c938-ac3c-465f-9666-79f5052139aa,1999-01-01,49162.19,7287.54,3277.48,73743.29
556c074e-6c88-4c1f-8002-ee54a7b47eb8,94d2feb8-1c70-41e2-bdfa-1945de66b0f6,ddae60da-e7a3-4217-a385-c24a598d356b,1999-01-01,76557.57,6227.52,5103.84,114836.36
da06e864-a7f1-4acc-9fa6-37e196fcf179,5a947a06-73a3-4017-aef2-017152f4299e,1b1f9de8-7779-417b-a506-45ca3cfe4def,1999-01-01,47161.66,0.0,3144.11,70742.49
382c3522-0bca-4175-aedb-31bd03d7f150,ec1dd00c-6c57-4564-a347-b0d0e51cb6e6,ca800f48-24a3-4802-9779-138796462142,1999-01-01,59816.05,0.0,3987.74,89724.08
76f251fb-6dd4-4441-9745-78d591a528e2,21ff01ee-290e-47af-b7ee-43ff019eb43c,5f44c938-ac3c-465f-9666-79f5052139aa,1999-01-01,74738.42,11160.77,4982.56,112107.63
ffdeb670-715a-4187-ad6e-01103992f927,5b62b5df-c8ee-4bc7-83e3-a9164e210205,5f44c938-ac3c-465f-9666-79f5052139aa,1999-01-01,53877.25,8156.32,3591.82,80815.88
4d737085-3482-4c66-89d7-f5d7c27cabac,2c6e76a3-6c44-44a7-850c-b390b9783c8a,1b1f9de8-7779-417b-a506-45ca3cfe4def,1999-01-01,35772.07,0.0,2384.8,53658.1
24960984-35a3-4418-8fb5-3ee3b4a099b1,32566032-a92f-47c5-836a-14dc07814d64,ba55a34e-7c02-4224-adb8-e673810d8c8a,1999-01-01,32166.63,0.0,2144.44,48249.94
ebcf389b-849d-4cef-96db-10d88fe3dd4a,c9e19656-de20-4782-a1c1-9b31f8297836,1b1f9de8-7779-417b-a506-45ca3cfe4def,1999-01-01,40082.02,0.0,2672.13,60123.03
a1389ae7-08b5-4c68-a1dd-9a769baef311,8699a2d4-347c-438d-b567-f82e9e2137cd,ca800f48-24a3-4802-9779-138796462142,1999-01-01,50026.57,0.0,3335.1,75039.85
861f6a6b-7ec1-4636-af16-34d6f8ce892b,6851075c-ab0f-41f4-acca-d1306041922d,b955e70e-c842-422a-90de-f3841bd1b14c,1999-01-01,41309.0,3285.67,2753.93,61963.5
05b95358-d1c6-4e3a-b3e6-e7f0aeaa6846,c7a30f19-504c-40bc-8f89-2d57d3f72bfa,1b1f9de8-7779-417b-a506-45ca3cfe4def,1999-01-01,38247.8,0.0,2549.85,57371.7
6486c4d8-bedd-4950-aca1-7c67fd711404,ffab4f86-da42-4721-b630-75c4d304b6d1,ca800f48-24a3-4802-9779-138796462142,1999-01-01,55255.95,0.0,3683.73,82883.92
4ce20b1b-688e-44e3-842d-6104b49246f2,bdb76c77-9600-4e38-a79d-0737669bd034,1b1f9de8-7779-417b-a506-45ca3cfe4def,1999-01-01,37651.16,0.0,2510.08,56476.74
f311975c-eab5-4274-85f0-7d6572190a8f,2a331184-507b-434d-b48f-aa600955356d,ba55a34e-7c02-4224-adb8-e673810d8c8a,1999-02-01,30939.0,0.0,2062.6,46408.5
ead06097-0de4-4806-b200-c27df16adad0,6d211397-38d4-4834-a28b-a3158163a0e8,ba55a34e-7c02-4224-adb8-e673810d8c8a,1999-05-01,31182.0,0.0,2078.8,46773.0
0351d318-f704-431a-bdec-3899c4f97448,8a617b48-8f89-41c5-be73-d24fe1477943,1b1f9de8-7779-417b-a506-45ca3cfe4def,1999-06-01,43314.0,0.0,2887.6,64971.0
2e6b9249-c000-4d9d-b9fe-e846ffaa4145,2073a13e-488a-4a2b-a2d8-ded10de85e2c,45b743f6-aa8e-4bc9-aac1-4020269a90ea,1999-07-01,38000.0,3040.0,2533.33,57000.0
830410cc-4bd5-4939-b63f-6f34a6c4601f,4f033de2-2b48-4f12-a704-fe2e5f6046f9,ba55a34e-7c02-4224-adb8-e673810d8c8a,1999-08-01,31315.0,0.0,2087.67,46972.5
ebd60af8-2432-4404-a98e-37a9a182b006,049484cf-19c4-4367-9a3d-fe496e114dc1,ba55a34e-7c02-4224-adb8-e673810d8c8a,1999-08-01,37169.0,0.0,2477.93,55753.5
90ec2617-3162-477b-9786-f58682fdb473,73e30e62-8b54-4174-940f-2ede0c8a0629,e5576e0f-883f-4ee7-afc2-543adbd4fdc1,1999-12-01,50327.0,4026.0,3355.13,75490.5
f254d339-82e2-4b77-a439-2112c3c4a6fa,fe2761c4-b78e-48aa-9e30-13147816cedb,ba55a34e-7c02-4224-adb8-e673810d8c8a,1999-12-01,36652.0,0.0,2443.47,54978.0
f00c262a-8083-4b43-8a7d-af394d3e3a1d,32566032-a92f-47c5-836a-14dc07814d64,ba55a34e-7c02-4224-adb8-e673810d8c8a,2000-01-01,33644.21,0.0,2242.95,50466.32
cc366238-a047-406a-95b9-753e85899aef,21ff01ee-290e-47af-b7ee-43ff019eb43c,5f44c938-ac3c-465f-9666-79f5052139aa,2000-01-01,77222.11,11667.58,5148.14,115833.17
54a57e45-cffe-446c-974f-749e0ac30e78,7bb6a311-4346-4c1f-9b4a-4164bfcfa4c3,5f44c938-ac3c-465f-9666-79f5052139aa,2000-01-01,51049.44,7524.49,3403.3,76574.16
47bc1ae8-fefa-42e9-83c2-6808b4df7b58,5a947a06-73a3-4017-aef2-017152f4299e,1b1f9de8-7779-417b-a506-45ca3cfe4def,2000-01-01,49273.56,0.0,3284.9,73910.34
5b515c0e-4f3a-4fdf-9a22-4f7008a38a64,049484cf-19c4-4367-9a3d-fe496e114dc1,ba55a34e-7c02-4224-adb8-e673810d8c8a,2000-01-01,38908.94,0.0,2593.93,58363.41
27426b67-b919-401d-bc1a-917895736a6f,8699a2d4-347c-438d-b567-f82e9e2137cd,ca800f48-24a3-4802-9779-138796462142,2000-01-01,51729.68,0.0,3448.65,77594.52
c047b1fe-075b-463b-ab67-26f782f239f7,5396b499-bae9-4848-abae-d9c1aefdae6f,ca800f48-24a3-4802-9779-138796462142,2000-01-01,43656.02,0.0,2910.4,65484.03
efc64012-997b-4b28-814f-65d3d09fe45e,c9e19656-de20-4782-a1c1-9b31f8297836,1b1f9de8-7779-417b-a506-45ca3cfe4def,2000-01-01,41789.52,0.0,2785.97,62684.28
657dca7b-7d04-4353-99a5-7153a12dee7e,6851075c-ab0f-41f4-acca-d1306041922d,b955e70e-c842-422a-90de-f3841bd1b14c,2000-01-01,42574.13,3402.65,2838.28,63861.19
